Country	TerritoryName	CategoryName	ProductSubcategory	ProductName	ProductColor	OrderQty	SubTotal	YearOrdered	MonthOrdered
USA	Northeast	Bikes	Road Bikes	Road-250 Black, 48	Black	2	35536.668	2014	March
USA	Northeast	Components	Pedals	HL Road Pedal	Silver/Black	4	35536.668	2014	March
USA	Northeast	Bikes	Road Bikes	Road-550-W Yellow, 48	Yellow	3	35536.668	2014	March
USA	Northeast	Components	Pedals	ML Road Pedal	Silver/Black	1	35536.668	2014	March
USA	Northeast	Components	Road Frames	ML Road Frame-W - Yellow, 38	Yellow	1	35536.668	2014	March
USA	Northeast	Components	Road Frames	HL Road Frame - Red, 44	Red	4	35536.668	2014	March
USA	Northeast	Components	Road Frames	ML Road Frame-W - Yellow, 44	Yellow	2	35536.668	2014	March
USA	Northeast	Bikes	Road Bikes	Road-350-W Yellow, 42	Yellow	4	35536.668	2014	March
USA	Southwest	Components	Pedals	LL Road Pedal	Silver/Black	2	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 40	Yellow	5	63841.3128	2014	March
USA	Southwest	Components	Road Frames	ML Road Frame-W - Yellow, 38	Yellow	2	63841.3128	2014	March
USA	Southwest	Components	Road Frames	LL Road Frame - Black, 52	Black	3	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-350-W Yellow, 48	Yellow	4	63841.3128	2014	March
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	4	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-350-W Yellow, 44	Yellow	4	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 44	Yellow	3	63841.3128	2014	March
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	5	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 42	Yellow	3	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 44	Black	3	63841.3128	2014	March
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, L	Multi	6	63841.3128	2014	March
USA	Southwest	Clothing	Vests	Classic Vest, S	Blue	12	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 48	Black	5	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 52	Black	5	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 38	Yellow	6	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 48	Yellow	4	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-350-W Yellow, 40	Yellow	4	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Black, 44	Black	2	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Black, 52	Black	4	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Black, 58	Black	4	63841.3128	2014	March
USA	Southwest	Components	Pedals	HL Road Pedal	Silver/Black	2	63841.3128	2014	March
USA	Southwest	Components	Road Frames	ML Road Frame-W - Yellow, 44	Yellow	4	63841.3128	2014	March
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, S	Yellow	4	63841.3128	2014	March
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, L	Yellow	3	63841.3128	2014	March
USA	Southwest	Clothing	Socks	Racing Socks, M	White	4	63841.3128	2014	March
USA	Southwest	Clothing	Socks	Racing Socks, L	White	5	63841.3128	2014	March
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	5	63841.3128	2014	March
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	3	63841.3128	2014	March
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	4	63841.3128	2014	March
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		2	63841.3128	2014	March
USA	Southwest	Components	Pedals	ML Road Pedal	Silver/Black	4	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Black, 48	Black	3	63841.3128	2014	March
USA	Southwest	Clothing	Vests	Classic Vest, M	Blue	7	63841.3128	2014	March
USA	Southwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		7	63841.3128	2014	March
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	63841.3128	2014	March
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, XL	Yellow	2	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 58	Black	3	63841.3128	2014	March
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, M	Multi	2	63841.3128	2014	March
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	4	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-350-W Yellow, 42	Yellow	2	63841.3128	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Red, 58	Red	4	63841.3128	2014	March
USA	Southwest	Components	Pedals	HL Road Pedal	Silver/Black	1	8020.758	2014	March
USA	Southwest	Components	Road Frames	HL Road Frame - Red, 62	Red	1	8020.758	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Black, 44	Black	1	8020.758	2014	March
USA	Southwest	Components	Road Frames	ML Road Frame-W - Yellow, 44	Yellow	3	8020.758	2014	March
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 58	Black	2	8020.758	2014	March
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 42	Yellow	2	8020.758	2014	March
USA	Southwest	Components	Pedals	ML Road Pedal	Silver/Black	1	8020.758	2014	March
USA	Southwest	Clothing	Socks	Racing Socks, M	White	1	8020.758	2014	March
USA	Southwest	Components	Road Frames	ML Road Frame-W - Yellow, 38	Yellow	1	8020.758	2014	March
USA	Southwest	Components	Road Frames	ML Road Frame-W - Yellow, 48	Yellow	1	8020.758	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Black, 48	Black	1	8020.758	2014	March
USA	Southwest	Components	Pedals	LL Road Pedal	Silver/Black	3	8020.758	2014	March
USA	Southwest	Components	Handlebars	HL Road Handlebars		4	8020.758	2014	March
Central	Central	Components	Pedals	ML Mountain Pedal	Silver/Black	1	37.254	2014	March
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Yellow, 60	Yellow	3	6450.678	2014	March
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Blue, 60	Blue	1	6450.678	2014	March
USA	Southwest	Bikes	Touring Bikes	Touring-2000 Blue, 54	Blue	1	6450.678	2014	March
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		4	5074.368	2014	March
USA	Northwest	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	3	5074.368	2014	March
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	2	5074.368	2014	March
USA	Northwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		3	5074.368	2014	March
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	4	5074.368	2014	March
USA	Northwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, XL	Yellow	3	5074.368	2014	March
USA	Northwest	Clothing	Vests	Classic Vest, S	Blue	3	5074.368	2014	March
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, S	Black	6	5074.368	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 44	Silver	2	199.4976	2014	March
Central	Central	Components	Brakes	Front Brakes	Silver	1	199.4976	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-200 Silver, 38	Silver	5	82062.4546	2014	March
Central	Central	Clothing	Jerseys	Long-Sleeve Logo Jersey, M	Multi	3	82062.4546	2014	March
Central	Central	Components	Pedals	LL Mountain Pedal	Silver/Black	10	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	3	82062.4546	2014	March
Central	Central	Components	Handlebars	HL Mountain Handlebars		3	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 42	Silver	3	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Black, 48	Black	1	82062.4546	2014	March
Central	Central	Accessories	Bottles and Cages	Water Bottle - 30 oz.		7	82062.4546	2014	March
Central	Central	Clothing	Vests	Classic Vest, S	Blue	4	82062.4546	2014	March
Central	Central	Clothing	Jerseys	Short-Sleeve Classic Jersey, S	Yellow	4	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-200 Silver, 46	Silver	6	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-400-W Silver, 38	Silver	3	82062.4546	2014	March
Central	Central	Accessories	Helmets	Sport-100 Helmet, Red	Red	6	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Black, 52	Black	1	82062.4546	2014	March
Central	Central	Clothing	Shorts	Women's Mountain Shorts, L	Black	13	82062.4546	2014	March
Central	Central	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	8	82062.4546	2014	March
Central	Central	Components	Handlebars	ML Mountain Handlebars		4	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-200 Black, 42	Black	8	82062.4546	2014	March
Central	Central	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 52	Silver	6	82062.4546	2014	March
Central	Central	Clothing	Jerseys	Short-Sleeve Classic Jersey, L	Yellow	2	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-400-W Silver, 40	Silver	5	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 40	Silver	1	82062.4546	2014	March
Central	Central	Components	Mountain Frames	LL Mountain Frame - Black, 48	Black	7	82062.4546	2014	March
Central	Central	Clothing	Caps	AWC Logo Cap	Multi	5	82062.4546	2014	March
Central	Central	Components	Pedals	HL Mountain Pedal	Silver/Black	10	82062.4546	2014	March
Central	Central	Clothing	Jerseys	Long-Sleeve Logo Jersey, L	Multi	4	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-400-W Silver, 46	Silver	5	82062.4546	2014	March
Central	Central	Components	Mountain Frames	LL Mountain Frame - Black, 44	Black	5	82062.4546	2014	March
Central	Central	Components	Saddles	LL Mountain Seat/Saddle		11	82062.4546	2014	March
Central	Central	Accessories	Bike Racks	Hitch Rack - 4-Bike		3	82062.4546	2014	March
Central	Central	Clothing	Gloves	Half-Finger Gloves, M	Black	4	82062.4546	2014	March
Central	Central	Components	Mountain Frames	HL Mountain Frame - Black, 42	Black	4	82062.4546	2014	March
Central	Central	Components	Mountain Frames	ML Mountain Frame-W - Silver, 42	Silver	4	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Black, 40	Black	3	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Black, 42	Black	6	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Black, 44	Black	2	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 44	Silver	1	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 48	Silver	2	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-400-W Silver, 42	Silver	5	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-200 Black, 46	Black	6	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-200 Silver, 42	Silver	9	82062.4546	2014	March
Central	Central	Components	Mountain Frames	HL Mountain Frame - Silver, 38	Silver	5	82062.4546	2014	March
Central	Central	Components	Pedals	ML Mountain Pedal	Silver/Black	6	82062.4546	2014	March
Central	Central	Components	Saddles	HL Mountain Seat/Saddle		9	82062.4546	2014	March
Central	Central	Components	Mountain Frames	LL Mountain Frame - Silver, 44	Silver	4	82062.4546	2014	March
Central	Central	Components	Mountain Frames	ML Mountain Frame-W - Silver, 40	Silver	5	82062.4546	2014	March
Central	Central	Clothing	Vests	Classic Vest, M	Blue	3	82062.4546	2014	March
Central	Central	Accessories	Cleaners	Bike Wash - Dissolver		3	82062.4546	2014	March
Central	Central	Accessories	Helmets	Sport-100 Helmet, Black	Black	3	82062.4546	2014	March
Central	Central	Clothing	Jerseys	Short-Sleeve Classic Jersey, XL	Yellow	3	82062.4546	2014	March
Central	Central	Components	Mountain Frames	LL Mountain Frame - Silver, 42	Silver	6	82062.4546	2014	March
Central	Central	Clothing	Shorts	Women's Mountain Shorts, S	Black	26	82062.4546	2014	March
Central	Central	Clothing	Shorts	Women's Mountain Shorts, M	Black	3	82062.4546	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 40	Silver	2	203.3964	2014	March
Central	Central	Bikes	Mountain Bikes	Mountain-500 Silver, 44	Silver	1	203.3964	2014	March
USA	Southeast	Components	Chains	Chain	Silver	1	3576.396	2014	March
USA	Southeast	Bikes	Touring Bikes	Touring-1000 Yellow, 46	Yellow	1	3576.396	2014	March
USA	Southeast	Bikes	Touring Bikes	Touring-3000 Blue, 54	Blue	2	3576.396	2014	March
USA	Southeast	Bikes	Touring Bikes	Touring-3000 Yellow, 62	Yellow	1	3576.396	2014	March
USA	Southeast	Bikes	Touring Bikes	Touring-2000 Blue, 60	Blue	1	3576.396	2014	March
USA	Southeast	Components	Brakes	Front Brakes	Silver	1	3576.396	2014	March
USA	Southeast	Accessories	Cleaners	Bike Wash - Dissolver		1	3576.396	2014	March
USA	Southwest	Accessories	Bottles and Cages	Road Bottle Cage		1	8.99	2014	March
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	6.28	2014	March
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	6.28	2014	March
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.98	2014	March
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	38.98	2014	March
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	4.99	2014	March
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	39.98	2014	March
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	39.98	2014	March
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	29.98	2014	March
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	29.98	2014	March
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	71.58	2014	March
USA	Northwest	Accessories	Tires and Tubes	HL Road Tire		1	71.58	2014	March
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	71.58	2014	March
USA	Northwest	Accessories	Tires and Tubes	HL Road Tire		1	32.6	2014	March
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	191.27	2014	March
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	191.27	2014	March
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	191.27	2014	March
USA	Northwest	Accessories	Bike Stands	All-Purpose Bike Stand		1	191.27	2014	March
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	215.96	2014	March
USA	Northwest	Accessories	Tires and Tubes	ML Mountain Tire		1	215.96	2014	March
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	215.96	2014	March
USA	Northwest	Accessories	Bike Stands	All-Purpose Bike Stand		1	215.96	2014	March
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	9.99	2014	March
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	9.99	2014	March
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	67.93	2014	March
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	67.93	2014	March
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	67.93	2014	March
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	12.94	2014	March
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	12.94	2014	March
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	March
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	March
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	21.98	2014	March
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	37.29	2014	March
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	37.29	2014	March
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	81.46	2014	March
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, L	Black	1	81.46	2014	March
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	81.46	2014	March
USA	Southwest	Bikes	Road Bikes	Road-250 Black, 48	Black	1	2457.33	2014	March
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2457.33	2014	March
USA	Southwest	Accessories	Bottles and Cages	Road Bottle Cage		1	2457.33	2014	March
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Silver, 42	Silver	1	2423.48	2014	March
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	2423.48	2014	March
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2423.48	2014	March
USA	Southwest	Clothing	Vests	Classic Vest, S	Blue	1	2423.48	2014	March
USA	Northwest	Bikes	Mountain Bikes	Mountain-200 Silver, 46	Silver	1	2341.97	2014	March
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	2341.97	2014	March
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 42	Black	1	2349.98	2014	March
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	2349.98	2014	March
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 42	Black	1	2297.28	2014	March
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2297.28	2014	March
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 38	Black	1	2370.96	2014	March
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	2370.96	2014	March
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, XL	Yellow	1	2370.96	2014	March
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Silver, 46	Silver	1	2416.45	2014	March
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	2416.45	2014	March
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, XL	Multi	1	2416.45	2014	March
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	2416.45	2014	March
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 42	Black	1	2334.98	2014	March
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	2334.98	2014	March
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2334.98	2014	March
USA	Southwest	Bikes	Touring Bikes	Touring-2000 Blue, 50	Blue	1	1214.85	2014	March
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Blue, 54	Blue	1	2419.06	2014	March
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	2419.06	2014	March
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Blue, 46	Blue	1	2419.06	2014	March
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	2419.06	2014	March
USA	Southwest	Bikes	Touring Bikes	Touring-1000 Yellow, 54	Yellow	1	2384.07	2014	March
USA	Southwest	Bikes	Road Bikes	Road-350-W Yellow, 42	Yellow	1	1714.97	2014	March
USA	Southwest	Accessories	Bottles and Cages	Road Bottle Cage		1	1714.97	2014	March
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	1714.97	2014	March
USA	Southwest	Accessories	Bottles and Cages	Road Bottle Cage		1	38.47	2014	April
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	38.47	2014	April
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	38.47	2014	April
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	25.48	2014	April
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	25.48	2014	April
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	38.88	2014	April
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.88	2014	April
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	38.88	2014	April
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	56.96	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	56.96	2014	April
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	56.96	2014	April
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	111.95	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	111.95	2014	April
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	111.95	2014	April
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	111.95	2014	April
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	78.48	2014	April
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	78.48	2014	April
USA	Southwest	Clothing	Vests	Classic Vest, M	Blue	1	78.48	2014	April
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	39.47	2014	April
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	39.47	2014	April
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	39.47	2014	April
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	69.99	2014	April
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	119.98	2014	April
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, M	Multi	1	119.98	2014	April
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, S	Black	1	78.98	2014	April
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	78.98	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	April
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	April
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	28.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	28.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	28.96	2014	April
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	28.96	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	April
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	15.23	2014	April
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	15.23	2014	April
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	15.23	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	April
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	39.98	2014	April
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	120.95	2014	April
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	120.95	2014	April
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	120.95	2014	April
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	120.95	2014	April
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	120.95	2014	April
USA	Southwest	Bikes	Mountain Bikes	Mountain-500 Black, 48	Black	1	589.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	589.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	589.96	2014	April
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	589.96	2014	April
USA	Northwest	Bikes	Mountain Bikes	Mountain-200 Black, 46	Black	1	2369.97	2014	April
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	2369.97	2014	April
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	2369.97	2014	April
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	2369.97	2014	April
USA	Southwest	Bikes	Mountain Bikes	Mountain-200 Black, 46	Black	1	2318.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	2318.96	2014	April
USA	Southwest	Clothing	Socks	Racing Socks, M	White	1	2318.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	2318.96	2014	April
USA	Southwest	Bikes	Mountain Bikes	Mountain-400-W Silver, 46	Silver	1	791.47	2014	April
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	791.47	2014	April
USA	Southwest	Bikes	Road Bikes	Road-750 Black, 52	Black	1	573.42	2014	April
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	573.42	2014	April
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	573.42	2014	April
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	573.42	2014	April
USA	Northwest	Bikes	Road Bikes	Road-750 Black, 58	Black	1	539.99	2014	April
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 38	Yellow	1	1158.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	1158.96	2014	April
USA	Southwest	Accessories	Bottles and Cages	Road Bottle Cage		1	1158.96	2014	April
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	1158.96	2014	April
USA	Southwest	Bikes	Road Bikes	Road-550-W Yellow, 42	Yellow	1	1174.48	2014	April
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, M	Yellow	1	1174.48	2014	April
USA	Southwest	Bikes	Road Bikes	Road-350-W Yellow, 48	Yellow	1	1799.48	2014	April
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	1799.48	2014	April
USA	Southwest	Clothing	Vests	Classic Vest, S	Blue	1	1799.48	2014	April
USA	Southwest	Bikes	Road Bikes	Road-350-W Yellow, 42	Yellow	1	1754.98	2014	April
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, S	Yellow	1	1754.98	2014	April
USA	Southwest	Accessories	Tires and Tubes	Touring Tire		1	33.98	2014	April
USA	Southwest	Accessories	Tires and Tubes	Touring Tire Tube		1	33.98	2014	April
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	32.27	2014	April
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	32.27	2014	April
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	32.27	2014	April
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	84.47	2014	April
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	84.47	2014	April
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, M	Yellow	1	84.47	2014	April
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	152.6	2014	April
USA	Southwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	152.6	2014	April
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	99.96	2014	April
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	99.96	2014	April
